ID,gender,eventNum,order,partnerID,match,int_corr,samerace,partnerAge,partnerRace,parterPrefAttractive,partnerPrefSincere,partnerPrefIntelligent,partnerPrefFun,partnerPrefAmbitious,partnerPrefSharedInterests,partnerDecision,pRatingAttractive,pRatingSincere,pRatingIntelligent,pRatingFun,pRatingAmbitious,pRatingSharedInterests,pLike,pChanceYes,pMetBefore,age,field,field_cd,race,imprace,imprelig,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
479,0,19,9,482,0,0.44,1,30,2,20,10,22,20,15,13,0,6,7,7,5,6,5,6,6,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,1,483,0,0.47,1,28,2,40,20,20,20,0,0,0,9,10,10,10,8,5,8,8,1,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,7,484,0,0.42,0,31,4,16,16,20,16,16,16,1,8,7,8,6,,6,7,3,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,4,485,0,-0.08,0,29,1,20,15,20,15,15,15,1,9,10,10,10,10,9,9,5,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,6,486,0,0.37,0,32,3,20,20,20,15,10,15,1,9,7,8,7,7,6,7,5,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,15,487,0,-0.29,0,24,4,25,26,15,10,9,15,1,8,6,7,7,5,2,7,4,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,10,488,0,-0.03,0,29,4,15,20,20,20,5,20,1,10,10,10,10,10,10,10,9,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,11,489,0,-0.07,1,28,2,20,10,20,20,20,0,1,6,7,8,5,8,8,7,7,,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,2,490,0,-0.09,1,29,2,30,15,20,10,10,15,0,8,6,6,6,7,5,5,4,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,12,491,0,0.45,0,29,3,30,10,25,20,8,7,0,6,6,7,6,6,5,5,5,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,5,492,0,0.54,0,30,6,30,0,30,30,10,0,0,7,8,10,1,10,2,7,3,,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,13,493,0,0.16,0,20,4,30,10,10,30,10,10,0,7,9,10,9,8,7,8,4,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,14,494,0,0.27,1,30,2,25,25,25,25,0,0,0,7,7,7,7,7,7,6,5,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
479,0,19,3,495,0,0.07,0,32,6,20,20,20,15,15,10,1,7,6,7,5,7,5,6,6,2,27,International affairs,13,2,3,3,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,8
480,0,19,12,481,0,0.45,1,23,2,25,20,15,20,5,15,1,7,6,6,6,5,6,7,7,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,13,482,0,0.36,1,30,2,20,10,22,20,15,13,0,,,,,,,,,,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,5,483,0,0.59,1,28,2,40,20,20,20,0,0,0,9,10,9,10,9,6,8,9,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,11,484,0,0.45,0,31,4,16,16,20,16,16,16,1,10,10,10,10,10,10,6,2,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,8,485,0,0.05,0,29,1,20,15,20,15,15,15,1,10,10,10,10,10,10,10,7,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,10,486,0,0.55,0,32,3,20,20,20,15,10,15,0,6,8,9,6,7,7,7,4,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,4,487,0,-0.07,0,24,4,25,26,15,10,9,15,0,5,4,5,5,4,2,4,3,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,14,488,1,0.11,0,29,4,15,20,20,20,5,20,1,10,10,10,10,10,10,10,10,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,15,489,1,0.08,1,28,2,20,10,20,20,20,0,1,8,8,8,8,7,10,7,8,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,6,490,0,0.19,1,29,2,30,15,20,10,10,15,1,9,10,9,7,7,8,9,6,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,1,491,0,0.54,0,29,3,30,10,25,20,8,7,0,6,6,6,6,6,6,5,5,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,9,492,1,0.54,0,30,6,30,0,30,30,10,0,1,10,10,10,8,8,2,1,1,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,2,493,0,-0.14,0,20,4,30,10,10,30,10,10,0,7,8,9,9,7,8,8,2,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,3,494,0,0.34,1,30,2,25,25,25,25,0,0,0,7,7,9,8,8,8,6,6,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
480,0,19,7,495,0,-0.19,0,32,6,20,20,20,15,15,10,1,6,7,6,7,6,5,5,7,2,26,Urban Planning,5,2,4,6,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,7
481,1,19,4,466,0,0.7,1,24,2,10,20,20,15,20,15,0,5,7,5.5,4,4,3,4,5,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,11,467,1,0.65,1,24,2,20,20,20,20,20,0,1,8,10,10,9,8,7,7,4,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,7,468,0,0.53,0,25,6,15,25,15,15,15,15,0,5,7,6,4,5,5,4,2,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,6,469,0,0.3,0,25,4,20,10,20,20,10,20,0,8,8,7,5,7,,7,4,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,14,470,0,0.67,0,29,4,10,20,25,25,10,10,0,3,4,5,4,2,3,4,3,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,13,471,0,0.46,0,30,4,15,15,25,10,15,20,0,4,3,4,3,4,2,2,2,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,2,472,0,0.6,0,25,3,10,25,25,20,10,10,1,8,7,7,7,5,6,8,8,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,10,473,0,0.54,0,34,4,15,20,20,15,15,15,0,10,9,8,8,8,8,8,5,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,9,474,0,0.31,0,30,1,15,20,10,30,5,20,0,8,7,8,6,7,5,6,8,,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,1,475,0,0.66,0,27,3,10,15,30,10,15,20,0,6,8,7,3,3,6,6,7,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,15,476,0,0.41,1,25,2,20,20,20,15,15,10,0,7,4,5,3,4,3,4,2,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,5,477,0,0.35,0,27,3,16,19,16,17,15,17,0,6,6,6,5,6,7,6,4,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,3,478,0,0.4,1,26,2,20,20,10,20,10,20,0,7,8,8,7,7,7,7,,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,8,479,0,0.23,1,27,2,15,15,20,20,15,15,0,6,8,6,4,5,3,6,8,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
481,1,19,12,480,0,0.45,1,26,2,16,18,18,20,12,16,0,5,5,5,5,5,5,6,7,2,23,teaching of English,9,2,8,1,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
482,1,19,5,466,0,0.14,1,24,2,10,20,20,15,20,15,0,2,3,4,2,,3,2,3,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,12,467,1,0.12,1,24,2,20,20,20,20,20,0,1,8,10,10,9,10,8,7,4,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,8,468,1,0.17,0,25,6,15,25,15,15,15,15,1,5,8,8,8,8,7,8,8,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,7,469,0,0.31,0,25,4,20,10,20,20,10,20,0,2,5,6,7,,3,6,3,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,15,470,1,0.15,0,29,4,10,20,25,25,10,10,1,2,8,9,7,6,6,7,6,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,14,471,0,0.11,0,30,4,15,15,25,10,15,20,0,5,6,7,5,6,4,4,3,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,3,472,1,0.36,0,25,3,10,25,25,20,10,10,1,5,7,7,9,9,10,8,10,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,11,473,0,0.14,0,34,4,15,20,20,15,15,15,1,10,8,8,10,8,8,10,8,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,10,474,0,0.22,0,30,1,15,20,10,30,5,20,0,7,6,8,5,8,5,7,7,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,2,475,0,0.22,0,27,3,10,15,30,10,15,20,1,4,7,7,6,,8,7,7,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,1,476,0,0.08,1,25,2,20,20,20,15,15,10,0,6,7,7,6,8,5,6,4,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,6,477,0,0.51,0,27,3,16,19,16,17,15,17,1,6,6,7,8,7,7,6,6,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,4,478,0,0.38,1,26,2,20,20,10,20,10,20,0,7,6,6,6,9,8,5,,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,9,479,0,0.44,1,27,2,15,15,20,20,15,15,1,5,8,8,6,8,2,7,9,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
482,1,19,13,480,0,0.36,1,26,2,16,18,18,20,12,16,1,7,7,7,7,8,9,,5,2,30,MBA,8,2,2,6,20,10,22,20,15,13,14,20,18,18,20,10,7,10,9,8,8
483,1,19,12,466,0,0.74,1,24,2,10,20,20,15,20,15,0,2,2,2,2,2,0,2,2,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,4,467,0,0.83,1,24,2,20,20,20,20,20,0,0,8,10,9,10,8,9,7,5,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,15,468,0,0.71,0,25,6,15,25,15,15,15,15,1,6,6,6,7,7,5,7,5,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,14,469,0,0.56,0,25,4,20,10,20,20,10,20,0,8,6,6,8,6,,5,7,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,7,470,0,0.64,0,29,4,10,20,25,25,10,10,0,4,5,5,6,5,3,4,4,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,6,471,0,0.32,0,30,4,15,15,25,10,15,20,0,5,5,5,5,5,4,4,4,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,10,472,0,0.61,0,25,3,10,25,25,20,10,10,0,3,4,6,7,5,5,5,9,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,3,473,0,0.58,0,34,4,15,20,20,15,15,15,0,10,8,8,8,10,7,7,5,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,2,474,0,0.42,0,30,1,15,20,10,30,5,20,1,9,7,9,9,8,7,9,8,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,9,475,0,0.56,0,27,3,10,15,30,10,15,20,1,6,3,8,6,5,5,5,5,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,8,476,0,0.38,1,25,2,20,20,20,15,15,10,0,4,4,4,7,5,7,5,5,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,13,477,0,0.51,0,27,3,16,19,16,17,15,17,1,7,7,7,8,7,7,6,6,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,11,478,0,0.61,1,26,2,20,20,10,20,10,20,0,8,7,7,7,7,8,7,,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,1,479,0,0.47,1,27,2,15,15,20,20,15,15,0,3,6,7,5,4,1,3,6,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
483,1,19,5,480,0,0.59,1,26,2,16,18,18,20,12,16,1,5,8,8,10,7,10,,,2,28,Sociology,3,2,1,1,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
484,1,19,3,466,0,0.43,0,24,2,10,20,20,15,20,15,0,2,3,7,0,8,0,2,2,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,10,467,0,0.56,0,24,2,20,20,20,20,20,0,0,6,10,8,6,7,6,7,3,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,6,468,0,0.55,0,25,6,15,25,15,15,15,15,0,5,8,8,5,8,3,6,5,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,5,469,0,0.02,1,25,4,20,10,20,20,10,20,0,4,7,6,5,7,4,6,5,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,13,470,0,0.43,1,29,4,10,20,25,25,10,10,0,3,3,8,2,2,2,5,4,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,12,471,0,0.09,1,30,4,15,15,25,10,15,20,0,3,5,6,2,3,2,2,2,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,1,472,0,0.87,0,25,3,10,25,25,20,10,10,0,2,10,10,7,10,1,5,10,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,9,473,1,0.62,1,34,4,15,20,20,15,15,15,1,8,10,10,8,8,8,8,7,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,8,474,0,0.54,0,30,1,15,20,10,30,5,20,0,4,8,9,3,10,4,5,5,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,15,475,0,0.38,0,27,3,10,15,30,10,15,20,0,4,6,7,3,5,4,5,5,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,14,476,1,0.27,0,25,2,20,20,20,15,15,10,1,4,8,9,6,5,2,8,7,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,4,477,0,0.72,0,27,3,16,19,16,17,15,17,0,6,7,8,6,7,6,6,5,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,2,478,0,0.65,0,26,2,20,20,10,20,10,20,0,7,9,9,5,7,5,6,,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,7,479,0,0.42,0,27,2,15,15,20,20,15,15,0,2,9,8,2,6,0,3,8,2,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
484,1,19,11,480,0,0.45,0,26,2,16,18,18,20,12,16,0,,,,,,,,,,31,GSAS,18,4,1,1,16,16,20,16,16,16,25,10,25,15,5,20,4,8,2,9,9
485,1,19,15,466,0,0.36,0,24,2,10,20,20,15,20,15,0,0,0,0,0,0,0,0,0,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,7,467,0,-0.09,0,24,2,20,20,20,20,20,0,0,7,10,10,6,6,6,7,5,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,3,468,0,-0.12,0,25,6,15,25,15,15,15,15,0,5,8,7,5,8,4,7,7,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,2,469,1,0.51,0,25,4,20,10,20,20,10,20,1,6,8,8,7,7,7,7,7,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,10,470,0,0.17,0,29,4,10,20,25,25,10,10,0,3,4,5,3,2,3,4,4,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,9,471,0,0.09,0,30,4,15,15,25,10,15,20,0,4,4,4,4,4,2,2,2,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,13,472,0,-0.05,0,25,3,10,25,25,20,10,10,0,2,2,5,1,3,3,2,5,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,6,473,0,-0.12,0,34,4,15,20,20,15,15,15,0,8,9,9,8,7,7,7,5,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,5,474,0,-0.3,1,30,1,15,20,10,30,5,20,0,4,9,8,6,6,8,6,10,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,12,475,0,0.22,0,27,3,10,15,30,10,15,20,0,4,4,4,4,4,6,3,3,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,11,476,1,-0.15,0,25,2,20,20,20,15,15,10,1,7,8,8,8,5,6,8,6,1,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,1,477,0,-0.2,0,27,3,16,19,16,17,15,17,0,5,6,6,4,,6,5,4,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,14,478,0,0.14,0,26,2,20,20,10,20,10,20,0,6,5,5,5,5,5,5,,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,4,479,0,-0.08,0,27,2,15,15,20,20,15,15,0,1,5,4,1,3,0,2,7,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
485,1,19,8,480,0,0.05,0,26,2,16,18,18,20,12,16,0,2,8,7,6,6,6,,,2,29,African-American Studies/History,3,1,4,3,20,15,20,15,15,15,15,20,15,15,20,15,8,8,7,8,7
486,1,19,2,466,0,0.4,0,24,2,10,20,20,15,20,15,0,3,7,,2,9,2,3,5,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,9,467,0,0.59,0,24,2,20,20,20,20,20,0,1,7,8,10,7,9,7,5,4,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,5,468,0,0.51,0,25,6,15,25,15,15,15,15,0,6,7,8,5,5,5,5,5,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,4,469,0,0.17,0,25,4,20,10,20,20,10,20,0,7,7,7,5,8,6,7,6,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,12,470,0,0.52,0,29,4,10,20,25,25,10,10,1,2,7,9,6,3,5,7,7,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,11,471,0,0.39,0,30,4,15,15,25,10,15,20,0,6,6,5,5,4,3,2,2,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,15,472,0,0.74,1,25,3,10,25,25,20,10,10,0,3,4,6,5,9,7,6,10,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,8,473,0,0.53,0,34,4,15,20,20,15,15,15,1,8,9,9,8,8,7,7,6,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,7,474,1,0.5,0,30,1,15,20,10,30,5,20,1,7,9,9,6,10,,7,8,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,14,475,0,0.58,1,27,3,10,15,30,10,15,20,1,5,6,7,5,5,5,5,5,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,13,476,0,0.47,0,25,2,20,20,20,15,15,10,1,8,8,8,7,8,5,5,6,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,3,477,0,0.66,1,27,3,16,19,16,17,15,17,0,6,6,8,5,7,7,6,5,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,1,478,0,0.37,0,26,2,20,20,10,20,10,20,0,8,9,8,6,7,7,6,,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,6,479,0,0.37,0,27,2,15,15,20,20,15,15,0,3,8,9,6,9,1,5,8,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
486,1,19,10,480,0,0.55,0,26,2,16,18,18,20,12,16,0,4,10,9,8,9,8,6,7,2,32,Neurosciences/Stem cells,10,3,1,1,20,20,20,15,10,15,10,25,25,15,15,10,7,10,8,9,9
487,1,19,11,466,0,0.46,0,24,2,10,20,20,15,20,15,0,1,2,5,1,,0,1,1,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,3,467,0,0.24,0,24,2,20,20,20,20,20,0,1,6,10,10,8,8,7,5,4,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,14,468,0,0.31,0,25,6,15,25,15,15,15,15,0,4,7,7,3,3,2,5,5,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,13,469,0,0.42,1,25,4,20,10,20,20,10,20,0,3,9,8,3,6,2,6,6,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,6,470,0,0.5,1,29,4,10,20,25,25,10,10,0,2,6,7,2,2,2,4,3,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,5,471,0,0.3,1,30,4,15,15,25,10,15,20,0,4,8,8,4,5,4,3,3,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,9,472,0,0.04,0,25,3,10,25,25,20,10,10,0,1,3,7,1,8,2,5,6,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,2,473,0,0.64,1,34,4,15,20,20,15,15,15,0,8,10,10,9,9,7,7,5,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,1,474,0,-0.21,0,30,1,15,20,10,30,5,20,0,4,10,9,5,7,5,7,5,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,8,475,0,0.34,0,27,3,10,15,30,10,15,20,0,3,,7,3,3,2,4,5,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,7,476,0,0.03,0,25,2,20,20,20,15,15,10,0,4,6,9,2,3,3,3,3,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
487,1,19,12,477,0,-0.15,0,27,3,16,19,16,17,15,17,0,6,8,8,6,6,6,6,5,2,24,Classics,6,4,1,1,25,26,15,10,9,15,15,15,15,20,20,15,7,9,6,8,5
