"","ID","gender","matchPercent","pRateAttr","pRateSincere","pRateIntell","pRateFun","pRateAmb","pRateShared","pApproval","pLikePercent","importanceRace","importanceReligion","wantsAttr","wantsSincere","wantsIntell","wantsFun","wantsAmb","wantsShared","otherGenderWantsAttr","otherGenderWantsIntell","otherGenderWantsFun","otherGenderWantsAmb","otherGenderWantsShared","selfRateAttr","selfRateSincere","selfRateIntell","selfRateFun","selfRateAmb","sameGenderWantsAttr","sameGenderWantsSincere","sameGenderWantsIntell","sameGenderWantsFun","sameGenderWantsAmb","sameGenderWantsShared"
"358",461,1,0,4.5,6.83333333333333,7,5.66666666666667,7,4,0.166666666666667,4.16666666666667,2,2,40,20,20,10,10,0,50,15,15,10,0,6,8,8,9,7,50,20,10,10,10,0
"359",462,1,0.166666666666667,4.16666666666667,8.33333333333333,6.83333333333333,4.66666666666667,6.83333333333333,3.66666666666667,0.166666666666667,4.16666666666667,1,5,30,30,10,10,0,20,20,10,20,10,20,4,9,8,6,2,10,30,20,10,10,20
"360",463,1,0,5.83333333333333,8.33333333333333,8.33333333333333,6.5,7.33333333333333,4.33333333333333,0.5,6.5,3,2,15,15,15,15,15,25,15,15,15,15,25,6,7,8,7,7,15,15,15,15,15,25
"361",464,1,0.166666666666667,7,7.16666666666667,8.16666666666667,7.83333333333333,7.66666666666667,5.33333333333333,0.666666666666667,7,1,1,15,15,15,20,15,20,20,20,10,20,10,5,8,9,8,10,20,20,20,10,20,10
"362",465,1,0,5.2,6.2,5,6,3.8,3.6,0.2,NA,1,3,20,20,20,20,20,0,50,10,10,10,10,7,10,7,8,5,50,10,10,10,10,10
"363",466,0,0,7.57142857142857,7.71428571428571,7.92857142857143,7.57142857142857,7.28571428571429,6,0.642857142857143,7,1,1,10,20,20,15,20,15,45,15,15,10,10,7,9,8,7,8,25,15,15,20,10,15
"364",467,0,0.538461538461538,8.23076923076923,7.46153846153846,7.69230769230769,7.15384615384615,7.92307692307692,6.30769230769231,0.692307692307692,6.69230769230769,7,4,20,20,20,20,20,0,60,15,10,5,5,8,8,8,8,8,50,10,20,15,5,0
"365",468,0,0.214285714285714,8.28571428571429,7.92857142857143,8.42857142857143,7.78571428571429,7.92857142857143,6.5,0.642857142857143,NA,5,2,15,25,15,15,15,15,30,20,15,10,10,8,9,8,6,8,25,15,15,15,20,10
"366",469,0,0.357142857142857,7.92857142857143,7.64285714285714,7.78571428571429,7.21428571428571,6.92857142857143,6.42857142857143,0.714285714285714,7.21428571428571,1,1,20,10,20,20,10,20,40,20,10,10,10,8,8,6,8,6,40,10,10,20,10,10
"367",470,0,0.333333333333333,8.06666666666667,7.4,8.53333333333333,7.53333333333333,8.2,6.33333333333333,0.733333333333333,NA,1,1,10,20,25,25,10,10,60,10,10,5,5,4,9,8,5,6,40,10,20,10,10,10
"368",471,0,0.0769230769230769,6.53846153846154,7.07692307692308,7.84615384615385,6.84615384615385,7.53846153846154,5.46153846153846,0.461538461538462,6.07692307692308,8,8,15,15,25,10,15,20,25,15,15,15,20,7,8,9,8,9,25,10,15,15,15,20
"369",472,0,0.142857142857143,7.21428571428571,7.85714285714286,7.85714285714286,6.57142857142857,6.85714285714286,5.57142857142857,0.428571428571429,6.28571428571429,1,3,10,25,25,20,10,10,30,10,30,5,20,8,10,8,10,9,20,10,20,30,10,10
"370",473,0,0.0666666666666667,5.93333333333333,7.26666666666667,7.6,5.13333333333333,6.66666666666667,5.6,0.0666666666666667,5.66666666666667,1,1,15,20,20,15,15,15,20,15,15,15,15,7,9,10,8,7,20,15,15,20,15,15
"371",474,0,0.285714285714286,7.85714285714286,7.85714285714286,8.14285714285714,8.07142857142857,7.78571428571429,6.92857142857143,0.785714285714286,8,1,1,15,20,10,30,5,20,50,10,10,10,10,9,9,8,10,7,10,10,10,10,50,10
"372",475,0,0.142857142857143,7,7.71428571428571,7.78571428571429,7.64285714285714,6.92857142857143,5.92857142857143,0.5,6.78571428571429,1,2,10,15,30,10,15,20,40,10,15,10,20,5,8,7,5,7,30,10,20,20,10,10
"373",476,0,0.0833333333333333,7,8,7.08333333333333,6.83333333333333,6.58333333333333,5.08333333333333,0.25,6.16666666666667,1,3,20,20,20,15,15,10,50,5,30,5,5,7,9,7,5,6,30,10,10,20,10,20
"374",477,0,0,6.38461538461539,7.76923076923077,8.15384615384615,6.46153846153846,6.53846153846154,5.84615384615385,0.230769230769231,6.69230769230769,5,7,16,19,16,17,15,17,25,15,20,10,10,6,8,7,7,7,20,20,15,15,15,15
"375",478,0,0.142857142857143,7.85714285714286,7.71428571428571,8.14285714285714,7.78571428571429,8.28571428571429,7.35714285714286,0.714285714285714,7.71428571428571,4,4,20,20,10,20,10,20,30,10,10,10,20,7,8,8,9,7,20,10,10,10,20,30
"376",479,0,0,7.64285714285714,7.5,8.14285714285714,6.78571428571429,7.57142857142857,5.92857142857143,0.5,7,3,3,15,15,20,20,15,15,30,15,25,10,15,8,8,8,8,8,30,10,15,20,15,10
"377",480,0,0.214285714285714,7.85714285714286,8.14285714285714,8.28571428571429,7.85714285714286,7.42857142857143,7,0.571428571428571,6.64285714285714,4,6,16,18,18,20,12,16,18,16,20,15,16,8,9,8,10,7,20,14,16,20,12,18
"378",481,1,0.0714285714285714,6.28571428571429,6.64285714285714,6.46428571428571,5.14285714285714,5.21428571428571,5,0.142857142857143,5.57142857142857,8,1,25,20,15,20,5,15,30,10,20,20,10,8,7,9,8,5,35,10,15,20,0,20
"379",482,1,0.333333333333333,6.08333333333333,7.25,7.66666666666667,7.16666666666667,7.91666666666667,6.58333333333333,0.666666666666667,NA,2,6,20,10,22,20,15,13,14,18,18,20,10,7,10,8,9,8,19,10,18,20,13,20
"380",483,1,0,5.71428571428571,5.85714285714286,6.5,6.92857142857143,6.07142857142857,5.57142857142857,0.357142857142857,NA,1,1,40,20,20,20,0,0,20,40,5,5,30,8,10,10,10,10,50,0,10,20,0,20
"381",484,1,0.142857142857143,4.28571428571429,7.35714285714286,8.07142857142857,4.28571428571429,6.64285714285714,3.35714285714286,0.142857142857143,5.28571428571429,1,1,16,16,20,16,16,16,25,25,15,5,20,4,8,9,2,9,25,10,25,15,5,20
"382",485,1,0.142857142857143,4.21428571428571,6,6,4.57142857142857,4.71428571428571,4.5,0.142857142857143,NA,4,3,20,15,20,15,15,15,15,15,15,20,15,8,8,8,7,7,20,15,15,15,20,15
"383",486,1,0,5.61538461538461,7.30769230769231,7.92307692307692,6,7,5.61538461538461,0.384615384615385,5.53846153846154,1,1,20,20,20,15,10,15,10,25,15,15,10,7,10,9,8,9,30,15,15,20,10,10
"384",487,1,0,3.92307692307692,7.23076923076923,7.76923076923077,3.92307692307692,5.23076923076923,3.76923076923077,0.0769230769230769,4.92307692307692,1,1,25,26,15,10,9,15,15,15,20,20,15,7,9,8,6,5,20,15,15,20,15,15
"385",488,1,0.142857142857143,4.85714285714286,6,6.57142857142857,5.85714285714286,6.57142857142857,4.35714285714286,0.285714285714286,NA,1,1,15,20,20,20,5,20,20,20,20,10,10,5,10,10,7,8,20,20,20,20,10,10
"386",489,1,0.538461538461538,7.53846153846154,7.15384615384615,7,7.15384615384615,6.92307692307692,6.38461538461539,0.692307692307692,6.92307692307692,6,5,20,10,20,20,20,0,20,20,20,20,0,6,8,9,8,10,60,0,0,40,0,0
"387",490,1,0.0833333333333333,3.75,6.25,7,5.83333333333333,6.25,4.91666666666667,0.166666666666667,4.75,6,1,30,15,20,10,10,15,50,25,10,15,0,3,7,8,6,6,50,0,0,30,0,20
"388",491,1,0.285714285714286,7.85714285714286,6.71428571428571,7.85714285714286,7.64285714285714,7.64285714285714,6.07142857142857,0.785714285714286,NA,3,3,30,10,25,20,8,7,50,10,20,5,5,7,7,7,7,7,40,10,10,20,10,10
"389",492,1,0.5,7.28571428571429,7.28571428571429,7.85714285714286,7.35714285714286,6.92857142857143,6.5,0.642857142857143,NA,1,1,30,0,30,30,10,0,0,30,0,30,10,10,10,10,10,10,50,0,30,20,0,0
"390",493,1,0.0833333333333333,7.25,7.58333333333333,7.08333333333333,7.33333333333333,7.16666666666667,6,0.583333333333333,NA,1,1,30,10,10,30,10,10,25,10,20,10,10,7,7,8,8,8,30,20,10,30,5,5
"391",494,1,0.153846153846154,5.76923076923077,7.15384615384615,7.53846153846154,6.69230769230769,6.38461538461539,5.92307692307692,0.461538461538462,NA,2,8,25,25,25,25,0,0,45,5,8,20,20,9,10,10,10,7,75,5,5,5,5,5
"392",495,1,0.166666666666667,4.5,5.16666666666667,6.16666666666667,6.75,4.91666666666667,4.66666666666667,0.25,NA,5,6,20,20,20,15,15,10,20,20,20,15,15,7,7,8,7,9,20,20,30,10,20,10
"393",496,0,0.25,7.5,8.5,8.5,6.75,6.25,7,1,8,1,1,20,30,20,20,10,0,30,20,30,0,10,5,8,9,6,8,25,20,5,20,20,10
"394",497,0,0,6.42857142857143,7.14285714285714,7.28571428571429,6.85714285714286,7,5.85714285714286,0.428571428571429,6.42857142857143,5,5,10,20,20,20,20,10,30,10,20,10,20,8,10,9,10,8,20,20,15,15,10,20
"395",498,0,0,6.66666666666667,7.5,7.83333333333333,6.33333333333333,6.83333333333333,5.83333333333333,0.666666666666667,6.16666666666667,9,9,18,18,18,18,18,10,25,7,25,15,20,8,9,9,10,10,25,15,10,25,15,10
"396",499,0,0.285714285714286,5.71428571428571,7.71428571428571,8,6.42857142857143,6.85714285714286,4.71428571428571,0.428571428571429,6.57142857142857,1,9,19,19,19,19,5,19,60,6,20,1,7,9,10,10,9,4,50,5,8,20,8,9
"397",500,0,0.166666666666667,6,8.16666666666667,7.83333333333333,6.66666666666667,7.5,5.66666666666667,0.833333333333333,6.5,7,9,10,15,35,15,10,15,50,10,20,5,10,8,9,9,9,9,50,5,10,20,5,10
"398",501,0,0.166666666666667,6.33333333333333,7.5,6.83333333333333,7.16666666666667,6.83333333333333,6.16666666666667,0.5,6,7,4,30,10,20,10,10,20,40,5,30,5,5,8,9,9,8,9,40,10,10,20,5,15
"399",502,1,0,3.83333333333333,8,6.66666666666667,7.66666666666667,7.33333333333333,4,0,6.16666666666667,1,1,40,20,20,20,0,0,20,20,10,10,20,7,7,9,9,9,30,20,20,10,0,20
"400",503,1,0,2.33333333333333,5.66666666666667,7.83333333333333,5.16666666666667,7.33333333333333,4,0,4.83333333333333,1,5,30,30,40,0,0,0,20,15,15,20,15,7,9,10,4,5,75,5,5,5,5,5
"401",504,1,0.333333333333333,6.5,7,7.5,6.33333333333333,6.83333333333333,4.83333333333333,0.333333333333333,6.16666666666667,1,1,30,0,30,15,15,10,30,10,20,20,10,7,5,8,6,8,50,10,10,20,0,10
"402",505,1,0,6.4,7.2,7.2,5,7.2,4,0,5.2,1,1,20,14,18,16,16,16,18,16,18,16,16,9,10,10,8,10,20,16,16,18,14,16
"403",506,1,0,4.6,7,7.8,3.2,7.8,3.4,0,4.2,5,5,15,15,20,15,15,20,20,10,20,10,20,5,8,9,7,10,20,15,20,15,15,15
"404",507,1,0.166666666666667,6,8,7.83333333333333,7.66666666666667,6.83333333333333,6,0.666666666666667,7,1,1,20,20,20,20,20,0,30,10,30,10,10,7,8,8,7,7,35,10,20,20,5,10
"405",508,1,0.166666666666667,5.83333333333333,5.66666666666667,6.83333333333333,5.33333333333333,6.5,4.5,0.166666666666667,4.66666666666667,1,5,18,10,18,18,18,18,15,20,20,15,10,7,8,9,8,8,35,10,10,25,10,10
"406",509,0,0.315789473684211,5.26315789473684,6.73684210526316,7.10526315789474,6.05263157894737,7.10526315789474,5.63157894736842,0.526315789473684,6.31578947368421,2,2,10,20,30,10,10,20,50,10,10,10,10,5,6,8,4,9,50,10,10,10,10,10
"407",510,0,0.315789473684211,7.57894736842105,7.36842105263158,7.63157894736842,7.10526315789474,6.36842105263158,6.21052631578947,0.684210526315789,6.89473684210526,3,3,25,25,25,12,3,10,35,10,25,5,15,7,9,8,6,4,35,10,15,20,10,10
"408",511,0,0.2,6.1,7.2,7.55,5.55,6.9,4.75,0.2,5.65,2,2,20,10,10,30,15,15,60,10,10,5,10,8,4,8,10,8,60,5,10,10,5,10
"409",512,0,0.0625,7.9375,6.875,6.3125,6.4375,6.5625,4.375,0.5,6.5,1,1,20,20,20,20,5,15,50,5,20,10,10,7,8,7,8,7,50,5,5,20,10,10
"410",513,0,0.3,7.85,6.5,6.75,7.75,6.65,4.65,0.75,6.45,1,1,20,20,20,20,5,15,90,0,10,0,0,6,8,6,7,4,50,0,10,20,10,10
"411",514,0,0,4.66666666666667,6.85714285714286,6.76190476190476,6.52380952380952,6.57142857142857,5,0.19047619047619,5.66666666666667,8,9,20,20,20,15,5,20,30,15,30,0,20,8,10,9,8,7,30,10,10,30,10,10
"412",515,0,0.0555555555555556,7.05555555555556,6.44444444444444,6.83333333333333,6.22222222222222,5.88888888888889,4.22222222222222,0.444444444444444,5.88888888888889,8,5,20,20,20,15,10,15,30,20,15,5,15,8,10,10,8,8,25,10,15,25,15,10
"413",516,0,0.3,7.25,5.85,6.9,6.75,6.7,5.1,0.6,6.4,9,3,58,5,8,10,7,12,40,10,20,5,20,8,9,8,9,8,35,10,10,20,5,20
"414",517,0,0,5.88235294117647,6.58823529411765,6.29411764705882,6,5.64705882352941,4.17647058823529,0.352941176470588,5.29411764705882,1,1,15,20,20,20,5,10,30,15,15,10,10,8,9,9,7,7,25,30,10,10,15,10
"415",518,0,0.285714285714286,7,7.33333333333333,6.80952380952381,7.38095238095238,6.57142857142857,4.95238095238095,0.619047619047619,6.71428571428571,2,1,20,25,25,30,5,5,35,10,30,5,10,6,9,8,8,7,30,20,15,20,5,10
"416",519,0,0,6,7.27777777777778,7,5.77777777777778,6.05555555555556,4.72222222222222,0.333333333333333,6,8,9,40,5,30,15,5,5,80,5,10,1,2,8,10,9,9,10,50,5,10,5,30,0
"417",520,0,0,4.78947368421053,7.42105263157895,7.42105263157895,6.57894736842105,6.36842105263158,5,0.210526315789474,5.68421052631579,2,1,25,15,25,15,10,10,40,15,20,10,10,8,9,8,7,5,40,5,20,10,10,15
"418",521,0,0.333333333333333,6.09523809523809,7.42857142857143,7.38095238095238,6.38095238095238,6.04761904761905,4.95238095238095,0.523809523809524,5.76190476190476,3,1,10,30,20,15,15,10,20,20,20,15,10,7,9,8,9,8,20,10,20,20,20,10
"419",522,0,0.227272727272727,6.40909090909091,6.86363636363636,7.54545454545455,6.45454545454545,7.31818181818182,5.18181818181818,0.545454545454545,6.13636363636364,3,6,10,20,15,20,15,20,20,15,20,10,20,7,7,9,7,8,10,20,15,20,15,20
"420",523,0,0.0952380952380952,4.04761904761905,6.90476190476191,6.61904761904762,5.80952380952381,5.85714285714286,5,0.0952380952380952,5.42857142857143,3,2,10,25,20,20,5,20,10,20,20,5,20,6,9,9,8,6,45,5,15,20,0,15
"421",524,0,0.684210526315789,6.89473684210526,7.78947368421053,7.84210526315789,7.68421052631579,7,6,0.684210526315789,6.68421052631579,9,6,15,20,25,20,10,10,35,15,20,10,10,5,9,8,7,7,30,10,15,20,15,10
"422",525,0,0,4.22222222222222,6.72222222222222,6.55555555555556,5.72222222222222,5.38888888888889,4.05555555555556,0,4.55555555555556,2,8,10,15,30,20,15,10,50,5,25,5,10,6,10,10,8,9,20,30,5,20,15,10
"423",526,0,0.105263157894737,4.63157894736842,7,6.42105263157895,6.63157894736842,5.52631578947368,4.21052631578947,0.157894736842105,5.52631578947368,5,2,10,10,30,20,10,15,50,10,10,10,10,3,6,7,9,10,50,5,10,20,10,5
"424",527,0,0,4.95,6.3,6.4,5.55,5.45,4,0.15,5.05,5,5,50,20,10,5,10,5,70,5,5,10,5,10,10,10,10,10,60,5,5,10,5,10
"425",528,0,0,5.5,7,6.88888888888889,7,6.5,5.16666666666667,0.277777777777778,6,8,7,40,10,30,10,10,NA,55,10,10,10,10,9,6,8,8,8,20,30,30,10,10,NA
"426",529,0,0.1,4.1,7.8,7.5,5.25,6.4,4.35,0.15,5.5,4,1,10,25,25,10,10,20,25,10,10,5,25,6,10,7,9,5,20,20,20,10,10,20
"427",530,0,0.1,4.15,7.75,7.45,5.15,6.45,3.85,0.15,4.9,1,1,20,20,10,15,5,30,40,10,10,10,20,3,9,9,9,7,30,20,20,10,10,10
"428",531,1,0.0476190476190476,4.42857142857143,7.09523809523809,7.90476190476191,5.33333333333333,6.71428571428571,4.61904761904762,0.333333333333333,5.52380952380952,5,1,15,30,20,20,10,5,30,0,20,0,20,10,10,10,6,10,15,30,20,20,10,5
"429",532,1,0.15,3.75,7.65,7.45,3.55,6.35,3.55,0.2,4.7,8,3,25,20,20,20,5,10,20,20,20,10,10,7,9,8,7,8,25,20,20,20,5,10
"430",533,1,0.1,5.7,5.95,6.25,5.15,5.75,4.35,0.35,5,1,1,25,25,25,13,12,0,25,15,15,15,15,8,9,9,8,9,20,20,20,15,10,15
"431",534,1,0.277777777777778,5.61111111111111,6.38888888888889,6.77777777777778,5.77777777777778,6.61111111111111,4.83333333333333,0.333333333333333,5.22222222222222,1,1,30,30,30,5,2,3,25,25,10,10,5,7,9,9,8,5,30,15,15,15,15,10
"432",535,1,0.35,6,6.2,7.95,6.5,6.85,5.2,0.65,6.1,5,6,23,14,19,16,10,18,20,15,20,20,10,6,7,7,6,5,30,10,15,20,10,15
"433",536,1,0.176470588235294,6.47058823529412,6.35294117647059,6.52941176470588,6.29411764705882,6.47058823529412,5.05882352941176,0.529411764705882,5.82352941176471,1,1,30,20,20,20,10,0,30,10,20,30,5,7,8,8,8,8,30,15,30,10,10,5
"434",537,1,0.117647058823529,6,5.82352941176471,6.88235294117647,6.58823529411765,6.35294117647059,5.52941176470588,0.588235294117647,5.64705882352941,7,1,20,5,25,25,5,20,15,15,25,15,25,7,9,9,9,7,40,5,10,20,5,20
"435",538,1,0.230769230769231,5.53846153846154,6.15384615384615,7.15384615384615,7.84615384615385,6.61538461538461,5.15384615384615,0.692307692307692,NA,1,1,50,0,10,30,0,10,40,0,30,10,0,7,8,8,9,8,40,10,10,20,0,20
"436",539,1,0.111111111111111,4.83333333333333,5.55555555555556,6.72222222222222,6.5,6.72222222222222,5.16666666666667,0.444444444444444,5.5,6,6,30,10,20,15,15,10,20,20,15,25,5,8,8,10,9,10,20,20,20,15,20,5
"437",540,1,0.0555555555555556,4.27777777777778,6.55555555555556,6.27777777777778,5.55555555555556,6,4.22222222222222,0.277777777777778,5.33333333333333,5,1,20,15,20,20,15,10,20,10,20,10,10,5,7,5,6,7,30,10,10,20,10,20
"438",541,1,0.0526315789473684,4.57894736842105,6.78947368421053,7.10526315789474,4.73684210526316,6.36842105263158,4.84210526315789,0.315789473684211,5.47368421052632,2,2,40,30,0,20,0,10,10,25,20,10,10,8,9,9,9,8,30,20,0,30,0,20
"439",542,1,0.1875,5.1875,6.0625,6.4375,5.125,6.875,4.0625,0.3125,4.4375,7,1,25,15,20,20,10,10,30,10,20,5,15,8,9,8,8,9,50,5,5,25,0,15
"440",543,1,0,5,6.41176470588235,6.76470588235294,5.58823529411765,6,4.88235294117647,0.352941176470588,5.29411764705882,9,6,20,16,16,17,16,15,20,16,17,16,15,7,9,8,9,9,20,16,16,17,16,15
"441",544,1,0.117647058823529,4.88235294117647,6.11764705882353,6.58823529411765,5.70588235294118,5.64705882352941,4.11764705882353,0.352941176470588,5,3,8,15,25,20,10,10,20,20,10,20,10,20,7,10,9,10,8,20,20,10,20,10,20
"442",545,1,0.166666666666667,6,6.25,6.16666666666667,6.16666666666667,6,4.91666666666667,0.5,6,7,1,20,20,20,20,10,10,20,10,20,25,5,8,8,9,8,6,50,10,10,20,5,5
"443",546,1,0.3125,7.1875,6.25,7.375,7.125,6.4375,5.75,0.625,6.4375,3,4,35,10,20,25,5,5,30,10,30,10,10,9,8,8,10,7,50,0,20,30,0,0
"444",547,1,0.105263157894737,6.31578947368421,6.05263157894737,6.94736842105263,5.94736842105263,6.26315789473684,5.68421052631579,0.526315789473684,5.63157894736842,1,1,25,20,20,20,0,15,25,10,25,15,5,7,9,8,8,8,30,10,10,30,10,10
"445",548,1,0.210526315789474,6.84210526315789,5.73684210526316,6.68421052631579,5.78947368421053,6.10526315789474,4.57894736842105,0.473684210526316,5.52631578947368,8,8,40,10,20,10,0,20,30,20,0,10,20,10,10,10,10,10,60,0,0,20,0,20
"446",549,1,0.1875,6.3125,6.5,6.625,6.625,6,4.9375,0.5,5.75,2,3,20,20,20,20,0,20,35,10,15,20,10,7,10,9,8,9,50,10,5,20,5,10
"447",550,1,0.19047619047619,5.28571428571429,5.95238095238095,6.66666666666667,5.28571428571429,6.42857142857143,4.19047619047619,0.285714285714286,4.57142857142857,5,6,30,3,30,30,3,4,20,30,30,13,4,7,7,7,7,7,30,3,30,30,3,4
"448",551,1,0.111111111111111,6.27777777777778,6.88888888888889,6.94444444444444,5.66666666666667,6.33333333333333,5.16666666666667,0.555555555555556,5.83333333333333,2,1,40,20,20,20,0,0,60,0,40,0,0,7,8,8,3,5,25,5,20,20,15,15
"449",552,1,0.222222222222222,7.11111111111111,5.77777777777778,6,5.5,6,5.16666666666667,0.722222222222222,5.72222222222222,1,1,70,0,15,15,0,0,50,0,30,0,20,8,7,7,6,7,90,0,0,0,0,10
